nom,texte_combine
La Jetée,"The Jetée workshop / gallery The Jetée is a multidisciplinary place offering exhibitions in the gallery space (on the basis of a monthly exhibition), alternative libraries, articanal series workshop, logo-photo, microedics house, assembly cabin, surrounded by creatives and artists in a co-working space. The Jetée is a plural space focused on the association, collective, synergy and knowledge sharing. So it will be possible to come, in full afternoon, discover the latest editions received, Siroting an artificial office made up of our care, to follow a training in serigraphy, development of its last filming area."
MUCHO MAS !,Mucho Mas aim is to represent emergent artists with a intense research in contemporary photography.
table,"table is a temporary artist-run project space organized by Kyle Bellucci Johanson in the city of Chicago. table hosts artists for solo shows and long-form discursive meals with invited guests of the artist’s choosing. These discursive meals cultivate primary content for texts in a critical publication documenting each artist’s project. table is an experiment in becoming; inhabiting thresholds between so-called discrete categories of subject and object, public and private, individual and collective, to situate practices and facilitate critical discourse, building community outside of either institution or market."
La salle de bain,"The activities of La Bains Hall are based on the production of exhibitions, national and international contemporary artists and events related to the annual local programming. The bathroom ensures that this programming is mediated with various types of public from its site. It works for the development of networks and design of projects outside the walls. The bathroom is an association of law 1901 founded by Gwenaël Morin, Lionel Mazelaygue and Olivier Vadrot in 1998 in Lyon. In 2008, the structure moved from 56th Street Saint-Jean, located in the historical centre of Lyon (5th art) to 27, Burdeau Street (1rd art) on the slopes of the Croix-Russe. In 2016, the bathroom is moved to 1st Street Louis Vitte in the 1st district of Lyon. The space is offered as a place of convergence and reexploitation outside of the exhibition.The artistic direction was subsequently entrusted to the following people (all took advantage of this function): 1999-2001: Olivier Vadzal and Arunjel-Vazie, and Arun-Arun-Arunte; 2002: Olivier and Arun-Arun-Arun-Arun-Arundi-Arundroveil-Arundi"
AU LIEU - éditions extensibles,"Collections / Publications :-On page, abandoned.Recommended for each volume a selection of narrative texts produced by plastic artists and writers, this collection is today the beginning of the federal will of extensible editions. A collective exhibition follows each volume for a few months in order to observe the influence of the author's plastic research.- Fictional objectsThe collection ""fictional object"" is a support for printing. Printed ©Object Fictional, all text or object is considered to be included in a special narrative. According to the nature of the text or object, this narrative is more or less easily published for publication. The Extensive Editions, led by Sébastien Souchon and Adrien van Melle, are designed to search for the transparency between contemporary art and literature.Supporting artists, this publishing house is in itself an artistic project. It is for the two artists who serve as directors, the material essential to their experiences. In the course of the collections, the publishing house opens on new needs, enduring the first ones and contributing in total to the appreciation of the writing, narrative and fiction in the contemporary art."
ESPAI COLONA,"Espai Colona is a project and a work space dedicated to contemporary art, located in the city of Castro, on the large island of Chiloé. The interests of Espai Colona focus on symbiotics relationships that take place between territory and people, understanding it from two angles: the contemplative relationship linked to landscape and the idea of territory with an origin in the visual arts and the alliance between territory and the means of subsistence for those who inhabit it._x000D_ Within this socio-geographical relationship, Espai Colona has always considered work and experimentation to be carried out through affection and hospitality, issues that are combined in the fact of living and inhabiting an specific place in which research is carried out and then the respective exhibitions of the processes and results (understanding the term exhibition in an expanded manner)_x000D_ --_x000D_ Espai Colona es un proyecto y espacio dedicado al arte y pensamiento contemporáneo ubicado en la ciudad de Castro, en la isla grande de Chiloé. Los intereses de Espai Colona se centran en la relación simbiótica que se produce entre el territorio y las personas, entendiéndolo desde dos aristas: la relación contemplativa vinculada al paisaje y a la idea de territorio con un origen en las artes visuales y el territorio utilizado como un medio de subsistencia por quienes lo habitan._x000D_ Dentro de esta relación socio/geográfica, Espai Colona ha considerado siempre que el trabajo debe darse desde los afectos y la hospitalidad, asuntos que se conjugan en el hecho de habitar y vivir el espacio en el que se desarrollan las investigaciones y luego se producen las respectivas exhibiciones de los procesos y resultados. (entendiendo el término exhibición de manera expandida.)"
Atelier von Michael Diller,"In the early 1980s, graphicist Michael Diller was able to move into an apartment located at the last floor of the building Pappeallee 85. The centre of the rooms was an old studio of photography located in the north, partly won.Article: http://www.bpb.de/55806/atallier-michael-diller"
New Media Society,"- Research and study room facilities such as Wi-Fi connected library and workshop space on Media arts, international books, catalogs and artists’ journals- Media Art Archive combining/reorganizing few existing archives in Iran and standardizing the archiving method and making it available as an online index and as offline library on our computers/viewing stations- Online Portal for New Media Studies in Iran will be a hub for artists, scholars, Writers, Translators and Knowledge producers to connect and share ideas, publishing entries, calls and reviews from various domestic and international projects._x000D_ Events and Activities:_x000D_ - public presentations Talks, mini exhibitions and workshops on Preservation, practice and theory)- Seminars with international Guests on various New media related topics (Video art, art & technology and sound and interactive) approximate reach 80-100 People including local professionals and international guests- Curatorial platform/Archive of local and international New Media Art_x000D_ Rotating Weekly screening program- Designing/launching a bilingual online platform for New media Studies and making its archive index available online.- Producing catalogs and readers with each seminar and blog entries mapping activities in Tehran and other emerging scene across Iran. And creating narrative for a possible introduction to New Media Art in Iran. New media society is a project space,archive and Library dedicated to New Media Arts. NMS acting as a hub and mediator for several emerging project spaces across the country, by archiving and facilitating projects related to new media arts, by organizing talks and workshops, publications and events such as presentation, symposiums and exhibitions. Publishing and knowledge production as well as archiving and preservation and public outreach will its key tasks to provide a most needed platform for ever growing scene of new media in Iran._x000D_ Description of the Project (what, who, when and where. )_x000D_ New Media Society is a platform for researching and promoting new media arts in Iran. NMS’s approach will be as inclusive as possible to maximize outreach and to include and initiate cooperation with existing infrastructures and resources within the country and the network of artists and professionals in diaspora._x000D_ NMS is designed to create an open source archive of New Media as well as a study room/ meeting place for artists, researchers and scholars, and aims to bridge the gap between new media artists and their potential enthusiastic audience._x000D_ NMS wishes to promote interdisciplinarity and create a context for practices that take place at the intersections between art, science and technology, geared toward video art, sound art, and new media. The society will be acting as a hub and mediator for several emerging project spaces across the country as well as the international scene, by archiving and facilitating projects related to new media arts, and by organizing talks and workshops, publications and events such as presentations, screening, symposiums and exhibitions._x000D_ Public outreach, knowledge production as well as archiving and preservation will be the society’s key tasks to provide a much needed platform for the ever growing scene of new media in Iran. Another goal of the society is to reverse the one way stream of art and knowledge production leaving Iran and taking residence outside of the county. NMS aims to encourage artists/researchers aboard to share their experiences and expertise with students and artists back home. Despite the absence of academic opportunities inside the country, there is an emerging scene of young artists who are experimenting with new media. One the other hand, because of the same lack of educational infrastructure, there is an increasing number of artists and specialists who move to other (mostly western) countries,for studying, and then in many cases for living. In such circumstances one realizes that there should be a platform that can incorporate the intellectual resources from Iranian artists and professionals from all around the world_x000D_ We wish to ask for help/support for design and promotion, building audience and the online / offline hub for new media society public artistic and education programs. To invite a team of experts to design the structure and guidelines for the archive, and articulate their finding and through the online bilingual portal. While our project room will be a multi-purpose venue for producing cultural outputs, social awareness and public engagements whining the society, our rotating screening programs and workshops in collaboration with local initiatives will be helping artists and audience outside of center to engage and participate in their cities without the need of coming to Tehran._x000D_ As aside project we would like to invite international artist and thinkers as temporary residents and workshop instructors to elevate the scene and the quality of the programs."
A4 Sounds,"A4’s mission is to transform the means by which cultural works are produced, accessed, and understood in Ireland, and by doing so to contribute to the development of a more just society. We want to Make Art That Matters.Our workspace is an extension of this work, intended as a participative socially engaged arts and education centre in Dublin. Drawing on the best elements from existing artist studios, maker spaces, social spaces and education practices both nationally and internationally, we are developing a unique model which both supports practitioners’ professional development and effects real social change in response to our needs as citizens and communities, and how we access and participate in arts and education."
A-B Projects,"A-B Projects is a space for the exhibition of work by artists who are expanding and redefining the field of ceramics. This non-commercial gallery allows artists to push their practices forward by taking personal risks and daring to exhibit seemingly infeasible work. The ancillary mission of A-B Projects is to use clay as a conduit to connect and support community.Nicole Seisler founded A-B Projects in 2015 in conjunction with her position as Lincoln Visiting Professor of Ceramics at Scripps College in Claremont, CA. In 2018, Nicole relocated the gallery to the Bendix Building in downtown Los Angeles._x000D_"
Easttopics,"Easttopics is a non-profit initiative launched in 2013, led by young art professionals based in Hungary and Serbia and dedicated to the promotion of the Eastern European contemporary art field._x000D_ Working as a think tank for the Eastern European art communities, Easttopics is a genuinely interdisciplinary cooperative which goal is to draw the Eastern contemporary art field and the international art scene closer to each other._x000D_ This cross-border project takes form as an expanding on-line website and database focusing on the following countries: Albania, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Estonia, Greece, Hungary, Kosovo, Latvia, Lithuania, Macedonia, Moldova, Montenegro, Poland, Romania, Serbia, Slovakia, Slovenia and Ukraine."
XI box,"_x000D_ The XI box is seen on the day in 2015, of the will of young graduates.e.s of the Beaux-Arts of Turcoing who decide to build together their own context of experimentation, exhibition and socialization when leaving school. Located in an old storage hangar of an area of 183 m2 in the heart of the Vauban district, the place takes its name from the 11 spaces of artists' workshops available for creation.The previous workshops receive different formats of exhibitions, performances, launchings and micro-residencies._x000D_"
LA><ART,"RESPONDING TO LOS ANGELES’ EVER-SHIFTING CULTURAL CLIMATE, LAXART QUESTIONS TRADITIONAL CONTEXTS FOR THE EXHIBITION OF CONTEMPORARY ART, ARCHITECTURE, AND DESIGN.WITH A RENEWED VISION FOR THE POTENTIAL OF INDEPENDENT ART SPACES, LAXART IS A CENTER FOR INTERDISCIPLINARY IDEAS BUILT THROUGH PROVOCATION, DIALOGUE, AND ENGAGEMENT.LAXART OFFERS A SPACE FOR THE PRODUCTION AND DISPLAY OF EXPLORATORY WORK, SUPPORTING ARTISTIC PRACTICE AND CURATORIAL FREEDOM IN LOS ANGELES AND ABROAD.LAXART IS A HUB FOR ARTISTS AND CURATORS BASED ON FLEXIBILITY AND OBLIGATED TO ACCESSIBILITY. IT ADDRESSES THE URGENCY IN CONTEMPORARY CULTURE WHILE ADVOCATING FOR TRANSITION, SPONTANEITY, AND CHANGE. LA><ART is an independent nonprofit art space presenting experimental exhibitions and public art initiatives, offering the public access to a new generation of artists and curators, supporting both risk and dialogue, producing new work for new audiences, inciting the conversation on contemporary art in LA, animating dynamic relationships between art, artists and audiences, enhancing the cultural landscape of LA by supporting challenging work and reflecting the diversity of the city."
6b,"Since its opening in 2010, 6b has devoted all its energy to proposing a culture of everyone's culture, in a dynamic city-wide St. Denis.Installed in an old industrial building of 7000 m2 in the heart of Newity in Saint-Denis, the Association The 6b is a place of work, culture and self-contained exchanges, open since 2010. It has been available to professionals of the arts, 170 private workshops at affordable prices, as well as interconnected areas of creation, entertainment, music, music, music, music, music, music, music, music, music."
Apparatus Projects,"Apparatus Projects is an artist-run curatorial and publishing project in founded out of a Lincoln Square dining room in Chicago, Illinois. Situated between the institutional and domestic, our mission is to develop a critical framework that both raises the level of discourse around emerging contemporary artists while developing a pedagogy that is accessible and comfortable for a wider public to partake in the discussion. Apparatus focuses primarily on developing conversational two-person exhibitions that seek to develop deeper critical engagements between artists and their work with each exhibition is accompanied with a curator’s essay geared towards producing critical writing and research about the artists and the work on view."
DAS ESSZIMMER,DAS ESSZIMMER ( the dining room) is an artist-run-space intended to differ from mainly commercial galleries. It was founded in October 2011 by Swiss artist Sibylle Feucht. In favour of a broad array of artistic positions the gallery programme explicitely renounces a particular conceptual focus. DAS ESSZIMMER is mainly presenting solo shows.DAS ESSZIMMER consists of two showrooms connected by an urban patio. A 35m²space – previously the inner court´s entrance – is situated towards Mechenstraße offering a 24-hours view. Another 50 m² space is situated in a former print shop now designed as a part of the owner´s studio.
Rectangle,"Since its creation, Rectangle has been interested in the use of images in both private and public areas. Dialogue with artists, artists, art schools, galleries and collectors, Rectangle wants to dynamize the collaborations on different territories.Retangle is a non-profit association where it is ensured by: Amandine Faugére, Pierre-Pol Lequuer and Xawarts (2012), Jerie Lecoturier and Xavier's interests."
Sunset RS,"Created in July 2017, Sunset Rs is a space-run artist founded by Christophe Gaudard and Hugo Schüwer-Boss. It is also an exhibition of contemporary art and graphic design, the Hugo Schüwer-Boss painting workshop, as well as a publishing house. Sunset aims to present contemporary creation at free events and open a place of reflection. The site organises exhibitions and events that spread the work of artists or graphics and thus share their thoughts. Sunset also deals around regular exchanges and collaborations with students of Hugo Schüwer-Boss, as well as a publishing house. Sunset aims to present contemporary creation at free events and open a place of reflection. Sunset organizes exhibitions exhibitions and events, and shares their reflections. Sunset is also about regular exchanges and collaborations with students from the Institute of Beaux-Büwer-Boscheinschets in Beançion, Non-Artsche de Besaçion, Nonsche de Besche de Beançon"
LE CUBE – INDEPENDENT ART ROOM,"The Cube – independent art room is designed as an area of exhibition, residence and research focused on contemporary artistic practices. Its purpose is to discuss projects that raise social, cultural and political issues, and encourage proposals that question Histoire and the Rectures.In this dynamic setting, the Cube understands and develops a wide range of exhibits that relate to other aspects of the research, to bring about a reflection on the environment, to reflect on the origins of the universe. The Cube defends a range of thoughts and views of the artists and audiences.In this context, the Cube is designed and develops a wide range of exhibits that are related to other dimensions of the research, so that they can reflect on the complexities of our environment. Its analysis and experiments, The Cuba defends a range of ideas where the thoughts and perspectives of the artists are presented. Since its creation in 2005 by Elizabeth Piskernik, Cuba has presented more than 90 exhibitions and events, collaborated with more than 100 national and international artists, and organized many educational and socio-art activities."
balak,"when the absence of anembolak is created, the rhembage is an intervention in darya(1) called by the sellers who are incubating when they travel with their carossa(2) in the media(3) of the maroc. ccbalak means ""pusse you from there,"" ""I am coming!"", ""I believe in the passage!"" or ""makes place I pass!""!. this definition perfectly describes philosophy and the state of the spirit of this exhibition process.The thought of the balak project in its current form was completed in Casablanca (maroc) in 2011, during the several months of the mehryl levisse to work in the projects of the contemporary art of the lion's home, and of the cosmacets of the coroner and of the cos of the cosmocratic season."
La Source du Lion,"The Lion Source Atelier is a platform for research, experimentation, production and artistic exchanges."
L’appartement 22,
current space,"Current Space is an artist-run gallery, studio, and outdoor performance space, nourishing an ongoing dialogue between artists, activists, performers, designers, curators, and thinkers. Operating since November 2004, we are committed to showcasing, developing, and broadening the reach of artists locally and internationally."
Marwan,"Marwan is a project space managed by artists in the centre of Amsterdam, NL, initiated and programmed by Tirza Kater and Tim Mathijsen, who started this practice in their studio. Currently, Marwan operates autonomously under the generous wings of AKINCI in Fokke Simonsstraat, 12."
Espacio P,"Espacio P is a benchmark among alternative spaces that are self-organised by artists in Madrid. Launched and directed by the multimedia artist, Pedro Garhel (Tenerife, 1952-2005), it developed collaborative dynamics of research, training and production. It also implemented the use of shared resources and means of diffusion that remained practically unexplored at that time in Spain.Its hybrid structure was the result of opening up and merging different artistic concepts and fields as well as crossing over and beyond the traditional limits of the exhibition space, the stage and the laboratory for research and production. Its aim was to explore the edges between the visual, performance and sound arts, so that different practices and languages were linked, through the sharing of a single space with multiple functions. _x000D_ Moreover, its programme was inclusive and socially engaging: it was a place where artists created community and art was synonymous with life and with shared experiences and knowledge.Between 1981 and 1997, Espacio P organised all kinds of activities related to performance, photography, installations, visual poetry, postal art, film, video and experimental music, as well as electronic and virtual reality art, at a time when the majority of art galleries and museums were celebrating the resurgence of painting.The remarkable trajectory of the activities of Espacio P is related to several thematic hubs: do-it-yourself culture between fluxus and punk; action art and audiovisual language; the gender question; interventions in the public space; and the transition from the analog era to digital culture. Overall, it aimed to focus attention on artistic practices which were facing up to the challenges of the globalisation of culture, of production and of the markets. In addition, those practices tackled alternatives to the impact of media power by the construction of new spaces as well as individual and collective identities in a period of transition towards the post-industrial society. Space P is one of the pioneer initiatives of artistic self-management in Spain. Located in the center of Madrid between 1981 and 1997, he set up new training and production models, and introduced methods to manage resources and collaborations that have not been explored until then in this country._x000D_ Space P was one of the first Spanish alternative spaces, active between 1981 and 1997. The “P” led to “performance” and also “polival”. Throughout its trajectory it was also presented as “Performance Alternative Space”, “Polivalent Space”, “Art of Present”, “Audiovisual Art Centre”. It was an independent initiative of experimentation, a non-formal learning of extracademic arts, production and exhibition, as well as a place of experience and exchange of experience and knowledge, as well as a place of collective practice._x000D_Inhabited in an ancient sacrament of the St. Ana, the Aurcumánce, the Apricotios de las de las de Civicés de las de las de Civicés de las de las de las de las de las de l'artés de las de las de las de las de las de las de las de las de las de las de las de las de los de los de los de los de los de los de los de los de losación."
MALA FAMA,"MALA FAMA estudios is a meeting point of new and independent ways of making art from different approaches, joining the creativity process and the communication. It is a project originally designed as a home for studios, but not only. We want Mala Fama to be something else, a space for sharing experiences among all the different cultural agents with the aim to broader the sense of creation, exhibition and promotion the vibrant art scene developing nowadays from Madrid. Our goal is to offer a singular, participative and functional space that favors the communication between artists, curators, gallerists, collectors, art critics, and of course society. The main focus of the studio is to offer a new space that favors this communication and the realization of events related to the creation and artistic innovation from a participative and functional bet."
Rinomina,"In 2015, in collaboration with Markus Lichti, we created an exhibition space called Rinomina (in Italian renamed, re-named). We founded this place with the objective of giving shape to our own artistic practice here in Paris, but most of all, to give other artists the opportunity to create exhibitions there. The name ‘Rinomina’ comes from the Italian expression for renaming a file on a computer. It is a transitive verb {consists of ‘re’ and ‘name’} and means to name again, to rename or to change a name ; in particular, in the IT world, assign a file or document a different title from the previous one. The fascinating possibility of literally renaming everything is one of the main inspiration for this exhibition space.Rinomina conceives its programming and curatorial practice as strongly rooted in our own artistic activity. Since its creation, this space has exhibited many artists from the contemporary French and international scene, in a heterogeneous and dynamic program, such as: Felicia Atkinson, Louise Drulhe, Raphaël Bastide, Cécile Bicler, Eric Giraudet de Boudemange, Vanessa Dziuba, Martin Chramosta, Victoire Barbot, Jean-Philippe Breitin, Noemie Vulpian, Dominique Koch, Ambra Pittoni, Thomas Geiger, Claudia de La Torre Ana Navas and many others. Rinomina tries to act coherently in a flexible, conceptual and collaborative process, aiming to maintain a divergent perspective on what an exhibition space can be.About the founderDaniela Baldelli was born 1977 in Asmara, Eritrea. She worked as a fashion designer before completing at the Academy of Fine Arts in Karlsruhe in Germany in 2009. She was recently awarded by the Centre national des art plastiques, but also Landesstipendium Baden-Wuerttemberg, Germany, Cité International des Arts, Paris and Chrisoph Merian Foundation, Switzerland. Her installations and performances has been exhibited in various galleries and institutions in Berlin, Düsseldorf, Copenhagen, Milan and Paris.Markus Lichti was born 1980 in Speyer, Germany. He graduated from his Master at the Academy of Fine Arts in Karlsruhe in Germany in 2010. His work has been exhibited internationally, selected solo and group exhibition includes: Arratia Beer, Berlin; Castillo/corrales, Paris; Couloir, Hamburg; Thomas Dane gallery, London; Été 78, Bruxelles."
VIDEO DRAMA,"VIDEO DRAMA is Amsterdam based artist's initiative, which makes exhibitions from place to place. It focuses on composing short term art exhibitions, events, happenings adapted to chosen theme and available space. VIDEO DRAMA enables artists to share their works with the audience and shed light on valuable works (mostly in the field of visual arts). VIDEO DRAMA is traveling art platform and it's concept is to move from place to place and represent artists working in the field of moving picture and beyond."
warenlift,"Warenlift is a non-profit offspace founded in 2020 by Adrian Shär, Fabienne Ehrler & Samir Seghrouchni. Warenlift is located in Zurich Altstetten. Our programme focuses on a mixture of emerging and established artists from Switzerland and its surrounding area."
Sorbonne Artgallery,"The Sorbonne Artgalery is a contemporary art gallery located in the heart of the largest French university: The Sorbonne. It was created in 2016 by the Art&Flux research team under the direction of the artist and professor of the University of Yann Toma. It is located in the Soufflot Gallery of the Sorbonne Centre, the Sorbonne Artgallery makes the heart of this international knowledge institution recognized worldwide with a rich and varied programming.The gallery is designed to create a circuit of artistic experiences and knowledge shared between students.e.s, professors and professors."
0gms,"0gms is an Artist-Run-Space based in Sofia, Bulgaria. The goal is to share experience and to develop a platform for art with Bulgarian and international artists. The first presentation of the project was done with a video presented in Salzburg at Salzburger Kunstverein and in Vienna during the Vienna Art Week in October 2009. In this video 0gms ridicules the importance of art market. Then 0gms started to develop exhibitions in a drawer (ICA Sofia, Cabaret Voltaire Zurich, Galerie Skuj Lubjana...)._x000D_ They participated also in Varna Biennale, organized an exhibition at WhiteSpace in Bangkok, participated twice to Vienna Art Fair (2011 -2012), Contemporary Istambul (2012), Scope Miami (2012) and organize since 2011 many exhibitions in their space in Sofia, Bulgaria."
Nave Oporto,"Oporto, a baroque located in Porta Bonita, Carabanchel Down. A historical and cultural heritage area of fame, revalued and planned to establish effective networks with the rest of the city. It is in the year two thousand passes, in the current of social change and transformation of economic and productive structures, when it is reinvigorated by this peripheral area to comply with an active fabric, culture and expression. A ship of ancient artistic activity, being able to create not only a community effect, but also its members of various origins and compositions of the Navarex, which are formed by its own strength, its shape and shape."
ELA projects,"έλα/Ela projects is run by the artist C.Pradal with the support of artists. έλα/Ela projects is an open space on the last floor of a residential building in Petralona area in the center of Athens. We kindly ask you to contact us for a private visit or for any information about έλα/Ela projects. We inform guests that reach the last floor, it's by a stair."
Aparador Monteleón,"Aparador Monteleón is an independent space for contemporary art projects in Madrid. With the same spirit of his brother Aparador Cuchilla on CDMX, inspired in 2010 by Aldo Chaparro Studio, he aims to provide access to the art and reflections in art and design beyond commercial and institutional circuits, which does not depend on opening hours and serves as a place of experimentation and disclosure."
AARAU,"The music room - The platform for experimental electronic music has existed since 2006 and has been created among others because of one of the priorities (song art) of the exhibition program of Aarau's artistic space. The music room is a sub-label of Kunstraum Aarau and works as a complete platform. The concerts that took place during the sound art exhibitions were not declared as music halls except when foreign musicians were invited in addition to the performer, the performer. The Kunstraum Aarau association has been running an exhibition hall since 1990 to allow exhibitions of plastic arts and their border areas. It provides and supports in particular non-established views.The Kunstraum Aarau makes an important role in the cultural life of our region between the Kunstaus public and private galleries. Since it is funded by public funds and private support, it can offer to artists an important and highly appreciated area of presentation and experimentation. An opportunity is still rare in the area of exhibition. With the minimum budgets and a free work of the responsible, it is important, since the existence of the artificial space between the Kunstaus and the private galleries.As it is possible to sell it to the peoples, it is possible to sell it to the sands of the sands and the sands of the sands of the sea. In the early 1990s, a group of plastic artists from the GSMBA environment rented an area of 100 m2 in KiFF (food industry) on Telistrasse 108 in Aarau, thus participating in the construction of this regional cultural centre. The idea was to create a forum with an open concept for the events of plastics and their border areas. The emphasis must be placed on unsecured vision. The independent association Kunstraum Aarau was founded on September 3, 1990. The Aarau's artistic space was spent for 13 years on its first site in the city's periphery, with other comparable, non-commercial areas, and non-compliantary areas, and outside the institution's facilities."
Grommet Studio,"The Grommet Studio is the name of Jean Dupuy’s loft, so named for its location at 537 Broadway. Grommet means “eyelet”, an allusion to the arrangement, devised by J. Dupuy, in which the spectator was invited to discover, perched on ladders, the performances which were given on mezzanines using eyelets arranged on a large canvas reaching from floor to ceiling. He inherited that loft in 1976 from his friend George Maciunas (Fluxus theoretician), before the place became the present-day Emily Harvey Foundation. (Extrait of an interview between Eric Mangion and Jean Dupuy, published in 2008): In the lobby of the 405 East Street, your first collective exhibition, where there is nothing to sell. The works are anonymous, ephemeral and exposure lasting 10 days."
MEAN,"Production and dissemination space launched by Dominique Blais and Carole Rivalin was installed in the historic district of Méan-Penhoët in Saint-Nasaire, close to the shipyards.It was opened in November 2017 with the exhibition ""Minimum union"" of Swiss artists Delphine Reist and Laurent Faulon, proposed by the Ninth Collection Mojito Bay."
bologna.cc,
Centro Tool ,"In January 1971, Ugo Carrega founded and runs a new exhibition area: the Centro Tool, located via Borgonuovo 20 in Milan, which is responsible for the follow-up and publication of research on poetry undertaken by the Centre Suolo (1969-1970). The Centre will continue its activity until January 1972 after organizing twenty-one exhibitions and visual poetry exhibitions. In February of the same year, Ugo Carrega founded the Bollettino da inside, where it collects accounts from its work. In October, with the help of Vincenzo Ferrari, the Tool Center works for research and exhibitions. In June 1973, the Centre closes the activity with exhibitions and trovises in the world. The artist Ugo Carrega (Visual poetry) began several art spaces in Milan: Centro Suolo (1969-1970), Centro Tool (1971-1973) and Mercato del Sale (1974-1989). Milan is an artistic career in visual poetry."
QUINCONCE,"Since 2019, the Quinconce Association has been in the centre of Montfort sur-Meu, an exhibition site offering contemporary art awareness activities in the direction of all the public. After six months of existence in a smaller location, Quinconce has wanted to continue its engagement by spreading and supporting the work of emerging artists from the local scene, as well as establishing partnerships._x000D_His founder, Céline Arnal, is committed to the modern art of large cities and to the performance of quality exhibitions in rural areas. It develops this project for the achievement of exhibitions and cultural media."
marcablanca,"Marcablanca is an independent space for resistance, reflection and production editorial in the center of Madrid. a community library and a workshop dedicated to artistic research. you can leave a message, we will try to respond as soon as possible.Marcablanca is an independent space for resistance, reflection and editorial production in central Madrid. it houses a community library and experimenting work for artistic research. feel free to drop or two, we will answer you as a possible. Marcablánca is ein Verlagwesen im Zentrum von Madrid."
All Stars,All Stars is an artist-run space founded in 2020. The space is dedicated to organizing exhibitions and contemporary art events as well as promoting Swiss and international artists.
TEC - Théorie des Espaces Courbes,"The TEC is an alternative art centre dedicated to exhibition projects in situ. It is a military artistic site, open to all the public free of charge, supported by the TEC 'friends' association. ""I was born in 1959 to be a creative artist and professional artist.I imagined this place of experimental exhibition to encourage the width, commitment and requirement of artists, with the idea that what is best for them is to mark the imaginations.""In the difference between art centers or prestigious galleries, the TEC prefers the economy. It is not limited to artists already recognized by the market but is not able to give a chance to talented but not sufficiently identified.It is time to affirm the rights of artists who are committed to the creation of the best of their imaginations."
Mercato del Sale,"In April 1974, Ugo Carrega opened the new gallery of ""Mercato del Sale"" (Marche du Sel), whose activity is devoted to the concept of the new Scriptures. The name is an honour to Marcel Duchamp, named Markhand du Sel by Robert Desnos in 1921, as revealed by Ugo Carrega himself in the wrong book written in 1988 with Vincenzo Ferrari. The gallery, first located via Borgonuovo 20, was moved by Orti 16 and hosted by several hundred events. The exhibitions of the Italian Raccotta of Nuova Scriptures (1977) and SCRITURA ACTIVA are particularly important. The process of writing in the second century, however, in the second century Crancio and the second century C. The artist Ugo Carrega (Visual poetry) began several art spaces in Milan: Centro Suolo (1969-1970), Centro Tool (1971-1973) and Mercato del Sale (1974-1989). Milan is an artistic career in visual poetry."
Le Château,"The Château is an artistic platform based in Brussels in 2013 by Léa Mayer and Maëlle Maisonneuve.The Château is an exhibition space for non-profit purposes created in a miniature castle.The purpose of the Château is to establish an independent exhibition place (whether small or small) and promote the young creation.The Château is an emancipated place of any lucrative judgment, the only purpose of the Château is to accompany promising artistic performances.The Château has about 515 cm2 of exposure space, it does about 9630 cm3.From its small size, The Château is transportable by postal route (or small) and thus allows for a visa to be passed through the national law."
A.Polina,"A. Polina La Ciotat, contemporary creation space, pictured by artist Sarah Cassenti, led by SC, Olivia Rivet, children and artists, surrounded by plants. Round to the Children's Free Atelier, Gallery Lycienne and Cabaret Novela."
MŰTŐ,"MŰTŐ was founded in 2016 in Budapest. In the past four years we organized over 37 exhibitions and more than 22 music performances, participated at two international art fairs for non-profit institutions (in Stockholm and Helsinki) and collaborated with artists, musicians and artist-run galleries from Eastern-Europe to the USA.As a DIY cultural initiative MŰTŐ is built on a constant dialogue across a collective of artists and curators. Our project is a community-run gallery and as such, the values of cooperation and openness are inherent in our structure. The existence of MŰTŐ is not only reliant on the team behind it but also on the support and participation of the local alternative music and art scene. Even before the pandemic, Hungarian cultural politics had been characterised by the refusal of critical contemporary thought and the systematic exclusion of independent, self-organised cultural initiatives from the state-run infrastructure and its funding bodies. The post-pandemic economic crisis only made those tendencies even more apparent, while it also verified the increasingly important role that DIY cultural initiatives have in the local context of contemporary culture and its communities and future possibilities.We’ve been building an international web of long-term collaborative partners whose work is reliant on mutual interest, reciprocal dialogue and creative solutions. In our 2019’s open call we received more than 100 proposals from Hungary and abroad. The half of our yearly program is based on international artist’s proposals. As a joint program we invite local and regional musicians or performance artists. This has grown into organising two international events funded by different grants. An international performance festival – funded by Summa Artium, called Sandbox Festival, where real time efforts collide with virtual ones, where the traditions of performance, happening and action expand and bring about an event where the consumption of art becomes a shared experience. We realize this event with past collaborators and new partners in Spring 2021, in Budapest. In February 2020 we launched the Alterum – Artist-run network in the CEE region, Visegrad Fund project that focuses on non-profit, artist-run galleries as increasingly important platforms in the context of contemporary Central and Eastern Europe."
